questions_id,questions,num_respondents,options,Trump_perc,Clinton_perc,Others_Unknown_perc,state
22,When did you decide presidential vote?,2767,Last few days,46,43,11,Georgia
22,When did you decide presidential vote?,2767,Last week,NA,NA,NA,Georgia
22,When did you decide presidential vote?,2767,In October,49,42,9,Georgia
22,When did you decide presidential vote?,2767,In September,45,52,3,Georgia
22,When did you decide presidential vote?,2767,Before September,55,44,1,Georgia
23,When did you decide presidential vote?,2767,In the last week,42,52,6,Georgia
23,When did you decide presidential vote?,2767,Before that,53,45,2,Georgia
24,When did you decide presidential vote?,2767,In the last month,45,47,8,Georgia
24,When did you decide presidential vote?,2767,Before that,53,45,2,Georgia
25,Opinion of presidential candidate you voted for,2767,Strongly favor ,46,52,2,Georgia
25,Opinion of presidential candidate you voted for,2767,Have reservations,48,50,2,Georgia
25,Opinion of presidential candidate you voted for,2767,Dislike opponents,54,35,11,Georgia
26,Most important issue facing the country,2767,Foreign policy,32,63,5,Georgia
26,Most important issue facing the country,2767,Immigration,75,24,1,Georgia
26,Most important issue facing the country,2767,Economy,48,48,4,Georgia
26,Most important issue facing the country,2767,Terrorism,58,41,1,Georgia
27,Which candidate quality mattered most?,2767,Cares about me,33,64,3,Georgia
27,Which candidate quality mattered most?,2767,Can bring change,84,14,2,Georgia
27,Which candidate quality mattered most?,2767,Right experience,10,89,1,Georgia
27,Which candidate quality mattered most?,2767,Good judgment,39,53,8,Georgia
28,Illegal immigrants working in the U.S. should be:,2767,Offered legal status,36,61,3,Georgia
28,Illegal immigrants working in the U.S. should be:,2767,Deported to home country,82,18,0,Georgia
29,How do things work in the U.S. today?,2767,Whites are favored,12,85,3,Georgia
29,How do things work in the U.S. today?,2767,Minorities are favored,88,11,1,Georgia
29,How do things work in the U.S. today?,2767,No group is favored,62,33,5,Georgia
30,Feelings about the federal government,2767,Enthusiastic,NA,NA,NA,Georgia
30,Feelings about the federal government,2767,Satisfied,15,81,4,Georgia
30,Feelings about the federal government,2767,Dissatisfied,55,41,4,Georgia
30,Feelings about the federal government,2767,Angry,80,16,4,Georgia
31,Feelings about the federal government,2767,Enthusiastic/Satisfied,16,81,3,Georgia
31,Feelings about the federal government,2767,Dissatisfied/Angry,65,31,4,Georgia
32,Opinion of Barack Obama as president,2767,Strongly approve,8,91,1,Georgia
32,Opinion of Barack Obama as president,2767,Somewhat approve,19,73,8,Georgia
32,Opinion of Barack Obama as president,2767,Somewhat disapprove,80,13,7,Georgia
32,Opinion of Barack Obama as president,2767,Strongly disapprove,97,2,1,Georgia
33,Opinion of Barack Obama as president,2767,Approve,12,86,2,Georgia
33,Opinion of Barack Obama as president,2767,Disapprove,93,4,3,Georgia
34,Opinion of Hillary Clinton,2767,Favorable,4,96,0,Georgia
34,Opinion of Hillary Clinton,2767,Unfavorable,90,6,4,Georgia
35,Opinion of Donald Trump,2767,Favorable,97,2,1,Georgia
35,Opinion of Donald Trump,2767,Unfavorable,16,81,3,Georgia
36,Opinion of Clinton and Trump,2767,Both favorable,NA,NA,NA,Georgia
36,Opinion of Clinton and Trump,2767,Only Clinton favorable,1,99,0,Georgia
36,Opinion of Clinton and Trump,2767,Only Trump favorable,98,1,1,Georgia
36,Opinion of Clinton and Trump,2767,Both unfavorable,63,24,13,Georgia
37,Is Hillary Clinton honest and trustworthy?,2767,Yes,3,96,1,Georgia
37,Is Hillary Clinton honest and trustworthy?,2767,No,80,16,4,Georgia
38,Is Donald Trump honest and trustworthy?,2767,Yes,97,1,2,Georgia
38,Is Donald Trump honest and trustworthy?,2767,No,16,81,3,Georgia
39,Which candidate is honest?,2767,Both are,NA,NA,NA,Georgia
39,Which candidate is honest?,2767,Only Clinton is,1,98,1,Georgia
39,Which candidate is honest?,2767,Only Trump is,98,1,1,Georgia
39,Which candidate is honest?,2767,Neither is,45,47,8,Georgia
40,Is Clinton qualified to serve as president?,2767,Yes,9,91,0,Georgia
40,Is Clinton qualified to serve as president?,2767,No,90,5,5,Georgia
41,Is Trump qualified to serve as president?,2767,Yes,95,3,2,Georgia
41,Is Trump qualified to serve as president?,2767,No,15,81,4,Georgia
42,Who is qualified to serve as president?,2767,Both are,NA,NA,NA,Georgia
42,Who is qualified to serve as president?,2767,Only Clinton is,2,97,1,Georgia
42,Who is qualified to serve as president?,2767,Only Trump is,98,NA,NA,Georgia
42,Who is qualified to serve as president?,2767,Neither is,65,21,14,Georgia
43,Does Clinton have the temperament to be president?,2767,Yes,10,87,3,Georgia
43,Does Clinton have the temperament to be president?,2767,No,93,4,3,Georgia
44,Does Trump have the temperament to be president?,2767,Yes,96,4,0,Georgia
44,Does Trump have the temperament to be president?,2767,No,14,80,6,Georgia
45,Which candidate has the right temperament?,2767,Both do,NA,NA,NA,Georgia
45,Which candidate has the right temperament?,2767,Only Clinton does,2,94,4,Georgia
45,Which candidate has the right temperament?,2767,Only Trump does,99,1,0,Georgia
45,Which candidate has the right temperament?,2767,Neither does,71,17,12,Georgia
46,Does Clinton's use of private email bother you:,2767,A lot,92,5,3,Georgia
46,Does Clinton's use of private email bother you:,2767,Some,26,67,7,Georgia
46,Does Clinton's use of private email bother you:,2767,Not much,6,90,4,Georgia
46,Does Clinton's use of private email bother you:,2767,Not at all,4,95,1,Georgia
47,Does Clinton's use of private email bother you?,2767,Yes,77,19,4,Georgia
47,Does Clinton's use of private email bother you?,2767,No,5,93,2,Georgia
48,Does Donald Trump's treatment of women bother you:,2767,A lot,11,85,4,Georgia
48,Does Donald Trump's treatment of women bother you:,2767,Some,75,20,5,Georgia
48,Does Donald Trump's treatment of women bother you:,2767,Not much,92,7,1,Georgia
48,Does Donald Trump's treatment of women bother you:,2767,Not at all,89,10,1,Georgia
49,Does Donald Trump's treatment of women bother you?,2767,Yes,30,65,5,Georgia
49,Does Donald Trump's treatment of women bother you?,2767,No,90,9,1,Georgia
50,Condition of national economy,2767,Excellent,NA,NA,NA,Georgia
50,Condition of national economy,2767,Good,13,82,5,Georgia
50,Condition of national economy,2767,Not good,66,29,5,Georgia
50,Condition of national economy,2767,Poor,86,13,1,Georgia
51,Condition of national economy,2767,Good,12,83,5,Georgia
51,Condition of national economy,2767,Poor,75,23,2,Georgia
52,Financial situation compared to four years ago:,2767,Better today,26,70,4,Georgia
52,Financial situation compared to four years ago:,2767,Worse today,86,11,3,Georgia
52,Financial situation compared to four years ago:,2767,About the same,53,46,1,Georgia
53,Life for the next generation of Americans will be:,2767,Better than today,38,60,2,Georgia
53,Life for the next generation of Americans will be:,2767,Worse than today,69,27,4,Georgia
53,Life for the next generation of Americans will be:,2767,About the same,43,54,3,Georgia
54,Vote for president in a two-way race,2767,Clinton,1,97,2,Georgia
54,Vote for president in a two-way race,2767,Trump,98,1,1,Georgia
54,Vote for president in a two-way race,2767,Would not vote,NA,NA,NA,Georgia
55,Area type,2767,Urban area,29,68,3,Georgia
55,Area type,2767,Suburban area,51,46,3,Georgia
55,Area type,2767,Rural area,67,29,4,Georgia
56,Region,2767,North,69,28,3,Georgia
56,Region,2767,Atlanta Suburbs,46,50,4,Georgia
56,Region,2767,Atlanta Metro,22,76,2,Georgia
56,Region,2767,Central,55,42,3,Georgia
56,Region,2767,Coast / South,65,32,3,Georgia
1,Gender,916,Male,43,50,7,Illinois
1,Gender,916,Female,36,60,4,Illinois
2,Age,916,18-29,28,67,5,Illinois
2,Age,916,30-44,33,59,8,Illinois
2,Age,916,45-64,43,53,4,Illinois
2,Age,916,65 and older,61,35,4,Illinois
3,Age,916,18-24,28,64,8,Illinois
3,Age,916,25-29,NA,NA,NA,Illinois
3,Age,916,30-39,33,55,12,Illinois
3,Age,916,40-49,36,62,2,Illinois
3,Age,916,50-64,45,51,4,Illinois
3,Age,916,65 and older,61,35,4,Illinois
4,Age,916,18-44,31,62,7,Illinois
4,Age,916,45 and older,47,49,4,Illinois
5,Race,916,White,52,41,7,Illinois
5,Race,916,Black,12,87,1,Illinois
5,Race,916,Latino,NA,NA,NA,Illinois
5,Race,916,Asian,NA,NA,NA,Illinois
5,Race,916,Other race,NA,NA,NA,Illinois
6,Race,916,White,52,41,7,Illinois
6,Race,916,Non-white,13,84,3,Illinois
7,Race and gender,916,White men,54,37,9,Illinois
7,Race and gender,916,White women,50,46,4,Illinois
7,Race and gender,916,Black men,NA,NA,NA,Illinois
7,Race and gender,916,Black women,NA,NA,NA,Illinois
7,Race and gender,916,Latino men,NA,NA,NA,Illinois
7,Race and gender,916,Latino women,NA,NA,NA,Illinois
7,Race and gender,916,Others,NA,NA,NA,Illinois
8,Education,916,High school or less,39,59,2,Illinois
8,Education,916,Some college,43,50,7,Illinois
8,Education,916,College graduate,38,57,5,Illinois
8,Education,916,Postgraduate,33,61,6,Illinois
9,Are you a college graduate?,916,Yes,36,58,6,Illinois
9,Are you a college graduate?,916,No,42,53,5,Illinois
10,Education and race,916,White college graduates,43,50,7,Illinois
10,Education and race,916,Whites no degree,60,33,7,Illinois
10,Education and race,916,Non-whites college grads,17,80,3,Illinois
10,Education and race,916,Non-whites no degree,11,87,2,Illinois
11,Education among whites by sex,916,White college-grad women,36,61,3,Illinois
11,Education among whites by sex,916,White non-college women,63,32,5,Illinois
11,Education among whites by sex,916,White college-grad men,51,40,9,Illinois
11,Education among whites by sex,916,White non-college men,57,34,9,Illinois
11,Education among whites by sex,916,Non-whites,13,84,3,Illinois
12,Income,916,"Under $30,000",NA,NA,NA,Illinois
12,Income,916,"$30K-$49,999",NA,NA,NA,Illinois
12,Income,916,"$50K-$99,999",36,61,3,Illinois
12,Income,916,"$100K-$199,999",NA,NA,NA,Illinois
12,Income,916,"$200K-$249,999",NA,NA,NA,Illinois
12,Income,916,"$250,000 or more",NA,NA,NA,Illinois
13,Income,916,Under $50K,37,60,3,Illinois
13,Income,916,$50K or more,40,55,5,Illinois
14,Income,916,Under $100K,36,60,4,Illinois
14,Income,916,$100K or more,45,48,7,Illinois
15,Income,916,Under $50K,37,60,3,Illinois
15,Income,916,$50K-$100K,36,61,3,Illinois
15,Income,916,$100K or more,45,48,7,Illinois
16,Party ID,916,Democrats,5,93,2,Illinois
16,Party ID,916,Republicans,88,8,4,Illinois
16,Party ID,916,Independents,43,44,13,Illinois
17,Party by gender,916,Democratic men,3,94,3,Illinois
17,Party by gender,916,Democratic women,7,93,0,Illinois
17,Party by gender,916,Republican men,87,8,5,Illinois
17,Party by gender,916,Republican women,88,9,3,Illinois
17,Party by gender,916,Independent men,50,37,13,Illinois
17,Party by gender,916,Independent women,NA,NA,NA,Illinois
18,Ideology,916,Liberal,8,87,5,Illinois
18,Ideology,916,Moderate,31,63,6,Illinois
18,Ideology,916,Conservative,83,14,3,Illinois
19,Marital status,916,Married,40,55,5,Illinois
19,Marital status,916,Unmarried,29,67,4,Illinois
20,Marital status by gender,916,Married men,NA,NA,NA,Illinois
20,Marital status by gender,916,Married women,37,62,1,Illinois
20,Marital status by gender,916,Unmarried men,NA,NA,NA,Illinois
20,Marital status by gender,916,Unmarried women,NA,NA,NA,Illinois
21,White born-again or evangelical Christian?,916,Yes,NA,NA,NA,Illinois
21,White born-again or evangelical Christian?,916,No,22,73,5,Illinois
22,Religion,916,Protestant,49,45,6,Illinois
22,Religion,916,Catholic,NA,NA,NA,Illinois
22,Religion,916,Jewish,NA,NA,NA,Illinois
22,Religion,916,Another religion,NA,NA,NA,Illinois
22,Religion,916,No religion,NA,NA,NA,Illinois
23,How often do you attend religious services?,916,Weekly or more,NA,NA,NA,Illinois
23,How often do you attend religious services?,916,Monthly,NA,NA,NA,Illinois
23,How often do you attend religious services?,916,Few times a year,NA,NA,NA,Illinois
23,How often do you attend religious services?,916,Never,NA,NA,NA,Illinois
24,How often do you attend religious services?,916,Monthly or more,NA,NA,NA,Illinois
24,How often do you attend religious services?,916,Less often than that,NA,NA,NA,Illinois
25,Union household?,916,Yes,NA,NA,NA,Illinois
25,Union household?,916,No,46,51,3,Illinois
26,Served in the U.S. military,916,Veterans,NA,NA,NA,Illinois
26,Served in the U.S. military,916,Non-veterans,38,57,5,Illinois
27,Were you born a U.S. citizen?,916,Yes,44,51,5,Illinois
27,Were you born a U.S. citizen?,916,No,NA,NA,NA,Illinois
28,First-time voter?,916,Yes,NA,NA,NA,Illinois
28,First-time voter?,916,No,45,50,5,Illinois
29,When did you decide presidential vote?,916,Last few days,NA,NA,NA,Illinois
29,When did you decide presidential vote?,916,Last week,NA,NA,NA,Illinois
29,When did you decide presidential vote?,916,In October,NA,NA,NA,Illinois
29,When did you decide presidential vote?,916,In September,NA,NA,NA,Illinois
29,When did you decide presidential vote?,916,Before September,34,63,3,Illinois
30,When did you decide presidential vote?,916,In the last week,NA,NA,NA,Illinois
30,When did you decide presidential vote?,916,Before that,30,68,2,Illinois
31,When did you decide presidential vote?,916,In the last month,NA,NA,NA,Illinois
31,When did you decide presidential vote?,916,Before that,32,66,2,Illinois
32,Opinion of presidential candidate you voted for,916,Strongly favor ,NA,NA,NA,Illinois
32,Opinion of presidential candidate you voted for,916,Have reservations,NA,NA,NA,Illinois
32,Opinion of presidential candidate you voted for,916,Dislike opponents,NA,NA,NA,Illinois
33,Most important issue facing the country,916,Foreign policy,NA,NA,NA,Illinois
33,Most important issue facing the country,916,Immigration,NA,NA,NA,Illinois
33,Most important issue facing the country,916,Economy,36,59,5,Illinois
33,Most important issue facing the country,916,Terrorism,NA,NA,NA,Illinois
34,Which candidate quality mattered most?,916,Cares about me,NA,NA,NA,Illinois
34,Which candidate quality mattered most?,916,Can bring change,74,23,3,Illinois
34,Which candidate quality mattered most?,916,Right experience,NA,NA,NA,Illinois
34,Which candidate quality mattered most?,916,Good judgment,NA,NA,NA,Illinois
35,Illegal immigrants working in the U.S. should be:,916,Offered legal status,31,59,10,Illinois
35,Illegal immigrants working in the U.S. should be:,916,Deported to home country,NA,NA,NA,Illinois
36,View of U.S. wall along the entire Mexican border,916,Support,NA,NA,NA,Illinois
36,View of U.S. wall along the entire Mexican border,916,Oppose,20,72,8,Illinois
37,Effect of international trade,916,Creates U.S. jobs,NA,NA,NA,Illinois
37,Effect of international trade,916,Takes away U.S. jobs,NA,NA,NA,Illinois
37,Effect of international trade,916,Does not affect jobs,NA,NA,NA,Illinois
38,How is the fight against ISIS going?,916,Very well,NA,NA,NA,Illinois
38,How is the fight against ISIS going?,916,Somewhat well,NA,NA,NA,Illinois
38,How is the fight against ISIS going?,916,Somewhat badly,NA,NA,NA,Illinois
38,How is the fight against ISIS going?,916,Very badly,NA,NA,NA,Illinois
39,How is the fight against ISIS going?,916,Well,NA,NA,NA,Illinois
39,How is the fight against ISIS going?,916,Badly,NA,NA,NA,Illinois
40,"In your vote, were Supreme Court appointments:",916,The most important factor,NA,NA,NA,Illinois
40,"In your vote, were Supreme Court appointments:",916,An important factor,NA,NA,NA,Illinois
40,"In your vote, were Supreme Court appointments:",916,A minor factor,NA,NA,NA,Illinois
40,"In your vote, were Supreme Court appointments:",916,Not a factor at all,NA,NA,NA,Illinois
41,"In your vote, were Supreme Court appointments:",916,Important,40,57,3,Illinois
41,"In your vote, were Supreme Court appointments:",916,Not important,NA,NA,NA,Illinois
42,Does the country's criminal justice system:,916,Treat all fairly,NA,NA,NA,Illinois
42,Does the country's criminal justice system:,916,Treat blacks unfairly,NA,NA,NA,Illinois
43,View on Obamacare,916,Did not go far enough,NA,NA,NA,Illinois
43,View on Obamacare,916,Was about right,NA,NA,NA,Illinois
43,View on Obamacare,916,Went too far,NA,NA,NA,Illinois
44,Feelings about the federal government,916,Enthusiastic,NA,NA,NA,Illinois
44,Feelings about the federal government,916,Satisfied,NA,NA,NA,Illinois
44,Feelings about the federal government,916,Dissatisfied,NA,NA,NA,Illinois
44,Feelings about the federal government,916,Angry,NA,NA,NA,Illinois
45,Feelings about the federal government,916,Enthusiastic/Satisfied,NA,NA,NA,Illinois
45,Feelings about the federal government,916,Dissatisfied/Angry,54,42,4,Illinois
46,Opinion of government,916,Government should do more,NA,NA,NA,Illinois
46,Opinion of government,916,Government doing too much,NA,NA,NA,Illinois
47,Opinion of Barack Obama as president,916,Strongly approve,NA,NA,NA,Illinois
47,Opinion of Barack Obama as president,916,Somewhat approve,NA,NA,NA,Illinois
47,Opinion of Barack Obama as president,916,Somewhat disapprove,NA,NA,NA,Illinois
47,Opinion of Barack Obama as president,916,Strongly disapprove,NA,NA,NA,Illinois
48,Opinion of Barack Obama as president,916,Approve,4,92,4,Illinois
48,Opinion of Barack Obama as president,916,Disapprove,NA,NA,NA,Illinois
49,Should the next president:,916,Continue Obama's policies,NA,NA,NA,Illinois
49,Should the next president:,916,Be more conservative,NA,NA,NA,Illinois
49,Should the next president:,916,Be more liberal,NA,NA,NA,Illinois
50,Opinion of Hillary Clinton,916,Favorable,NA,NA,NA,Illinois
50,Opinion of Hillary Clinton,916,Unfavorable,NA,NA,NA,Illinois
51,Opinion of Donald Trump,916,Favorable,NA,NA,NA,Illinois
51,Opinion of Donald Trump,916,Unfavorable,14,80,6,Illinois
52,Opinion of Clinton and Trump,916,Both favorable,NA,NA,NA,Illinois
52,Opinion of Clinton and Trump,916,Only Clinton favorable,NA,NA,NA,Illinois
52,Opinion of Clinton and Trump,916,Only Trump favorable,NA,NA,NA,Illinois
52,Opinion of Clinton and Trump,916,Both unfavorable,NA,NA,NA,Illinois
53,Is Hillary Clinton honest and trustworthy?,916,Yes,NA,NA,NA,Illinois
53,Is Hillary Clinton honest and trustworthy?,916,No,68,25,7,Illinois
54,Is Donald Trump honest and trustworthy?,916,Yes,NA,NA,NA,Illinois
54,Is Donald Trump honest and trustworthy?,916,No,25,70,5,Illinois
55,Which candidate is honest?,916,Both are,NA,NA,NA,Illinois
55,Which candidate is honest?,916,Only Clinton is,NA,NA,NA,Illinois
55,Which candidate is honest?,916,Only Trump is,NA,NA,NA,Illinois
55,Which candidate is honest?,916,Neither is,NA,NA,NA,Illinois
56,Is Clinton qualified to serve as president?,916,Yes,NA,NA,NA,Illinois
56,Is Clinton qualified to serve as president?,916,No,NA,NA,NA,Illinois
57,Is Trump qualified to serve as president?,916,Yes,NA,NA,NA,Illinois
57,Is Trump qualified to serve as president?,916,No,17,73,10,Illinois
58,Who is qualified to serve as president?,916,Both are,NA,NA,NA,Illinois
58,Who is qualified to serve as president?,916,Only Clinton is,NA,NA,NA,Illinois
58,Who is qualified to serve as president?,916,Only Trump is,NA,NA,NA,Illinois
58,Who is qualified to serve as president?,916,Neither is,NA,NA,NA,Illinois
59,Does Clinton have the temperament to be president?,916,Yes,15,82,3,Illinois
59,Does Clinton have the temperament to be president?,916,No,NA,NA,NA,Illinois
60,Does Trump have the temperament to be president?,916,Yes,NA,NA,NA,Illinois
60,Does Trump have the temperament to be president?,916,No,26,68,6,Illinois
61,Which candidate has the right temperament?,916,Both do,NA,NA,NA,Illinois
61,Which candidate has the right temperament?,916,Only Clinton does,9,87,4,Illinois
61,Which candidate has the right temperament?,916,Only Trump does,NA,NA,NA,Illinois
61,Which candidate has the right temperament?,916,Neither does,NA,NA,NA,Illinois
62,How would you feel if Clinton wins?,916,Excited,NA,NA,NA,Illinois
62,How would you feel if Clinton wins?,916,Optimistic,NA,NA,NA,Illinois
62,How would you feel if Clinton wins?,916,Concerned,NA,NA,NA,Illinois
62,How would you feel if Clinton wins?,916,Scared,NA,NA,NA,Illinois
63,How would you feel if Clinton wins?,916,Positive,NA,NA,NA,Illinois
63,How would you feel if Clinton wins?,916,Negative,NA,NA,NA,Illinois
64,How would you feel if Trump wins?,916,Excited,NA,NA,NA,Illinois
64,How would you feel if Trump wins?,916,Optimistic,NA,NA,NA,Illinois
64,How would you feel if Trump wins?,916,Concerned,NA,NA,NA,Illinois
64,How would you feel if Trump wins?,916,Scared,NA,NA,NA,Illinois
65,How would you feel if Trump wins?,916,Positive,NA,NA,NA,Illinois
65,How would you feel if Trump wins?,916,Negative,13,80,7,Illinois
66,Does Clinton's use of private email bother you:,916,A lot,NA,NA,NA,Illinois
66,Does Clinton's use of private email bother you:,916,Some,NA,NA,NA,Illinois
66,Does Clinton's use of private email bother you:,916,Not much,NA,NA,NA,Illinois
66,Does Clinton's use of private email bother you:,916,Not at all,NA,NA,NA,Illinois
67,Does Clinton's use of private email bother you?,916,Yes,NA,NA,NA,Illinois
67,Does Clinton's use of private email bother you?,916,No,NA,NA,NA,Illinois
68,Does Donald Trump's treatment of women bother you:,916,A lot,10,89,1,Illinois
68,Does Donald Trump's treatment of women bother you:,916,Some,NA,NA,NA,Illinois
68,Does Donald Trump's treatment of women bother you:,916,Not much,NA,NA,NA,Illinois
68,Does Donald Trump's treatment of women bother you:,916,Not at all,NA,NA,NA,Illinois
69,Does Donald Trump's treatment of women bother you?,916,Yes,22,72,6,Illinois
69,Does Donald Trump's treatment of women bother you?,916,No,NA,NA,NA,Illinois
70,Who would better handle the economy?,916,Clinton,NA,94,NA,Illinois
70,Who would better handle the economy?,916,Trump,NA,NA,NA,Illinois
71,Who would better handle foreign policy?,916,Clinton,8,86,6,Illinois
71,Who would better handle foreign policy?,916,Trump,NA,NA,NA,Illinois
72,Who would be a better commander in chief?,916,Clinton,3,91,6,Illinois
72,Who would be a better commander in chief?,916,Trump,NA,NA,NA,Illinois
73,Opinion of the Democratic Party,916,Favorable,NA,NA,NA,Illinois
73,Opinion of the Democratic Party,916,Unfavorable,NA,NA,NA,Illinois
74,Opinion of the Republican Party,916,Favorable,NA,NA,NA,Illinois
74,Opinion of the Republican Party,916,Unfavorable,18,75,7,Illinois
75,Condition of national economy,916,Excellent,NA,NA,NA,Illinois
75,Condition of national economy,916,Good,NA,NA,NA,Illinois
75,Condition of national economy,916,Not good,NA,NA,NA,Illinois
75,Condition of national economy,916,Poor,NA,NA,NA,Illinois
76,Condition of national economy,916,Good,NA,NA,NA,Illinois
76,Condition of national economy,916,Poor,56,40,4,Illinois
77,Financial situation compared to four years ago:,916,Better today,NA,NA,NA,Illinois
77,Financial situation compared to four years ago:,916,Worse today,NA,NA,NA,Illinois
77,Financial situation compared to four years ago:,916,About the same,NA,NA,NA,Illinois
78,Direction of the country,916,Right direction,NA,NA,NA,Illinois
78,Direction of the country,916,Wrong track,56,39,5,Illinois
79,Life for the next generation of Americans will be:,916,Better than today,NA,NA,NA,Illinois
79,Life for the next generation of Americans will be:,916,Worse than today,NA,NA,NA,Illinois
79,Life for the next generation of Americans will be:,916,About the same,NA,NA,NA,Illinois
80,Vote for president in a two-way race,916,Clinton,1,97,2,Illinois
80,Vote for president in a two-way race,916,Trump,95,NA,NA,Illinois
80,Vote for president in a two-way race,916,Would not vote,NA,NA,NA,Illinois
81,How confident are you in the vote count?,916,Very confident,NA,NA,NA,Illinois
81,How confident are you in the vote count?,916,Somewhat confident,NA,NA,NA,Illinois
81,How confident are you in the vote count?,916,Not very confident,NA,NA,NA,Illinois
81,How confident are you in the vote count?,916,Not at all confident,NA,NA,NA,Illinois
82,Are you confident in the vote count?,916,Confident,26,69,5,Illinois
82,Are you confident in the vote count?,916,Not confident,NA,NA,NA,Illinois
83,"Are you gay, lesbian, bisexual or transgender?",916,Yes,NA,NA,NA,Illinois
83,"Are you gay, lesbian, bisexual or transgender?",916,No,35,60,5,Illinois
84,Importance of debates to your vote,916,Most important factor,NA,NA,NA,Illinois
84,Importance of debates to your vote,916,An important factor,NA,NA,NA,Illinois
84,Importance of debates to your vote,916,A minor factor,NA,NA,NA,Illinois
84,Importance of debates to your vote,916,Not a factor,NA,NA,NA,Illinois
85,Importance of debates to your vote,916,Important,32,63,5,Illinois
85,Importance of debates to your vote,916,Not important,NA,NA,NA,Illinois
86,Were debates a factor in your vote?,916,Yes,33,63,4,Illinois
86,Were debates a factor in your vote?,916,No,NA,NA,NA,Illinois
87,Area type,916,Urban area,15,80,5,Illinois
87,Area type,916,Suburban area,42,53,5,Illinois
87,Area type,916,Rural area,59,34,7,Illinois
88,Region,916,Chicago,12,82,6,Illinois
88,Region,916,Cook Suburbs,34,59,7,Illinois
88,Region,916,Collar Counties,36,61,3,Illinois
88,Region,916,North,43,52,5,Illinois
88,Region,916,Central / South,76,18,6,Illinois
1,Gender,1817,Male,62,33,5,Indiana
1,Gender,1817,Female,53,42,5,Indiana
2,Age,1817,18-29,46,46,8,Indiana
2,Age,1817,30-44,57,37,6,Indiana
2,Age,1817,45-64,63,34,3,Indiana
2,Age,1817,65 and older,58,39,3,Indiana
3,Age,1817,18-24,44,50,6,Indiana
3,Age,1817,25-29,48,42,10,Indiana
3,Age,1817,30-39,56,38,6,Indiana
3,Age,1817,40-49,63,30,7,Indiana
3,Age,1817,50-64,62,37,1,Indiana
3,Age,1817,65 and older,58,39,3,Indiana
4,Age,1817,18-44,53,41,6,Indiana
4,Age,1817,45 and older,61,35,4,Indiana
5,Race,1817,White,64,32,4,Indiana
5,Race,1817,Black,12,83,5,Indiana
5,Race,1817,Latino,NA,NA,NA,Indiana
5,Race,1817,Asian,NA,NA,NA,Indiana
5,Race,1817,Other race,NA,NA,NA,Indiana
6,Race,1817,White,64,32,4,Indiana
6,Race,1817,Non-white,27,69,4,Indiana
7,Race and gender,1817,White men,68,27,5,Indiana
7,Race and gender,1817,White women,60,35,5,Indiana
7,Race and gender,1817,Black men,NA,NA,NA,Indiana
7,Race and gender,1817,Black women,8,88,4,Indiana
7,Race and gender,1817,Latino men,NA,NA,NA,Indiana
7,Race and gender,1817,Latino women,NA,NA,NA,Indiana
7,Race and gender,1817,Others,NA,NA,NA,Indiana
8,Education,1817,High school or less,66,30,4,Indiana
8,Education,1817,Some college,61,34,5,Indiana
8,Education,1817,College graduate,56,38,6,Indiana
8,Education,1817,Postgraduate,41,54,5,Indiana
9,Are you a college graduate?,1817,Yes,51,43,6,Indiana
9,Are you a college graduate?,1817,No,63,33,4,Indiana
10,Education and race,1817,White college graduates,57,37,6,Indiana
10,Education and race,1817,Whites no degree,69,26,5,Indiana
10,Education and race,1817,Non-whites college grads,21,75,4,Indiana
10,Education and race,1817,Non-whites no degree,34,62,4,Indiana
11,Education among whites by sex,1817,White college-grad women,55,39,6,Indiana
11,Education among whites by sex,1817,White non-college women,65,30,5,Indiana
11,Education among whites by sex,1817,White college-grad men,60,34,6,Indiana
11,Education among whites by sex,1817,White non-college men,73,22,5,Indiana
11,Education among whites by sex,1817,Non-whites,28,68,4,Indiana
12,Income,1817,"Under $30,000",49,41,10,Indiana
12,Income,1817,"$30K-$49,999",53,38,9,Indiana
12,Income,1817,"$50K-$99,999",63,33,4,Indiana
12,Income,1817,"$100K-$199,999",63,31,6,Indiana
12,Income,1817,"$200K-$249,999",NA,NA,NA,Indiana
12,Income,1817,"$250,000 or more",NA,NA,NA,Indiana
13,Income,1817,Under $50K,52,40,8,Indiana
13,Income,1817,$50K-$100K,63,33,4,Indiana
13,Income,1817,$100K or more,62,34,4,Indiana
14,Income,1817,Under $50K,52,40,8,Indiana
14,Income,1817,$50K or more,62,33,5,Indiana
15,Income,1817,Under $100K,57,36,7,Indiana
15,Income,1817,$100K or more,62,34,4,Indiana
16,Party ID,1817,Democrats,13,84,3,Indiana
16,Party ID,1817,Republicans,92,6,2,Indiana
16,Party ID,1817,Independents,53,36,11,Indiana
17,Ideology,1817,Liberal,15,79,6,Indiana
17,Ideology,1817,Moderate,53,41,6,Indiana
17,Ideology,1817,Conservative,86,10,4,Indiana
18,Party by gender,1817,Democratic men,15,85,0,Indiana
18,Party by gender,1817,Democratic women,13,84,3,Indiana
18,Party by gender,1817,Republican men,93,6,1,Indiana
18,Party by gender,1817,Republican women,91,6,3,Indiana
18,Party by gender,1817,Independent men,53,34,13,Indiana
18,Party by gender,1817,Independent women,52,39,9,Indiana
19,White born-again or evangelical Christian?,1817,Yes,75,22,3,Indiana
19,White born-again or evangelical Christian?,1817,No,45,50,5,Indiana
20,Marital status,1817,Married,61,33,6,Indiana
